"Taxonomy","k","p","c","o","f","g","s","RE-HU_8_SCAT","NE-FL_NA_1_SCAT","PE-PO_11_SCAT","PE-PO_11_R_SCAT","PE-PO_26_SCAT","RE-HU_8_SWAB","NE-FL_NA_1_SWAB","PE-PO_11_SWAB","PE-PO_11_R_SWAB","PE-PO_26_SWAB"
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__*Koribacter;s__sp1706","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","*Koribacter","sp1706",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__*Koribacter;s__sp1710","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","*Koribacter","sp1710",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__*Koribacter;s__sp1710-sp1717","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","*Koribacter","sp1710-sp1717",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__*Koribacter;s__sp1711","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","*Koribacter","sp1711",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__*Koribacter;s__sp1712","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","*Koribacter","sp1712",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__*Koribacter;s__sp1717","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","*Koribacter","sp1717",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__*Koribacter;s__versatilis","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","*Koribacter","versatilis",0,0,0,0,0,11,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidicapsa-Acidobacterium;s__sp1682-sp1691","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Acidicapsa-Acidobacterium","sp1682-sp1691",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidicapsa;s__borealis-sp1679","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Acidicapsa","borealis-sp1679",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidobacterium;s__capsulatum-sp1690-sp1698","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Acidobacterium","capsulatum-sp1690-sp1698",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidobacterium;s__sp1686-sp1688","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Acidobacterium","sp1686-sp1688",0,0,0,0,0,12,0,0,88,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidobacterium;s__sp1687","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Acidobacterium","sp1687",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidobacterium;s__sp1688","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Acidobacterium","sp1688",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidobacterium;s__sp1689","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Acidobacterium","sp1689",0,0,0,0,0,15,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidobacterium;s__sp1689-sp1691-sp1695","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Acidobacterium","sp1689-sp1691-sp1695",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidobacterium;s__sp1689-sp1696","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Acidobacterium","sp1689-sp1696",0,0,0,0,0,36,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidobacterium;s__sp1690","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Acidobacterium","sp1690",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidobacterium;s__sp1690-sp1698","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Acidobacterium","sp1690-sp1698",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidobacterium;s__sp1690-sp1698-sp1855","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Acidobacterium","sp1690-sp1698-sp1855",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidobacterium;s__sp1691","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Acidobacterium","sp1691",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidobacterium;s__sp1693","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Acidobacterium","sp1693",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidobacterium;s__sp1695","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Acidobacterium","sp1695",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidobacterium;s__sp1696","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Acidobacterium","sp1696",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidobacterium;s__sp1698","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Acidobacterium","sp1698",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Bryocella;s__sp1700","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Bryocella","sp1700",0,0,0,0,0,89,0,0,131,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Bryocella;s__sp1701","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Bryocella","sp1701",0,0,0,0,0,11,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Bryocella;s__sp1703","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Bryocella","sp1703",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Bryocella;s__sp1704","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Bryocella","sp1704",0,0,0,0,0,0,0,44,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Edaphobacter;s__sp1722","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Edaphobacter","sp1722",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Edaphobacter;s__sp1723","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Edaphobacter","sp1723",0,0,0,0,0,12,0,0,271,29
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Granulicella;s__aggregans","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Granulicella","aggregans",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Granulicella;s__cerasi","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Granulicella","cerasi",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Granulicella;s__mallensis","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Granulicella","mallensis",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Granulicella;s__paludicola-pectinivorans","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Granulicella","paludicola-pectinivorans",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Granulicella;s__sapmiensis","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Granulicella","sapmiensis",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Granulicella;s__sp1736","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Granulicella","sp1736",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Granulicella;s__sp1738","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Granulicella","sp1738",0,0,0,0,0,0,0,50,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Granulicella;s__sp1738-sp1816","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Granulicella","sp1738-sp1816",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1683","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1683",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1760","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1760",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1772-sp1900","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1772-sp1900",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1789","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1789",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1789-sp1971","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1789-sp1971",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1802","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1802",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1806","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1806",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1809","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1809",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1813-sp1846","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1813-sp1846",0,0,0,0,0,0,0,0,108,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1816","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1816",0,0,0,0,0,12,0,0,114,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1827","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1827",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1827-sp1872","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1827-sp1872",0,0,0,0,0,0,0,0,99,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1842-sp1908","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1842-sp1908",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1847-sp1938","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1847-sp1938",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1848","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1848",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1854","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1854",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1872","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1872",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1874","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1874",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1900","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1900",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1913","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1913",0,0,0,0,0,0,0,0,152,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1919","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1919",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1939","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1939",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1941","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1941",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1948","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1948",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1961","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1961",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1971","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","NA","sp1971",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Telmatobacter;s__sp1745","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Telmatobacter","sp1745",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Telmatobacter;s__sp1745-sp1748","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Telmatobacter","sp1745-sp1748",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Telmatobacter;s__sp1748","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Telmatobacter","sp1748",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Telmatobacter;s__sp1750","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Telmatobacter","sp1750",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Terriglobus;s__aquaticus","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Terriglobus","aquaticus",0,0,0,0,0,0,0,0,82,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Terriglobus;s__roseus","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","NA","Terriglobus","roseus",0,0,0,0,0,23,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__*Solibacter;s__sp2606-sp2660","Bacteria","Acidobacteria","Acidobacteria","NA","NA","*Solibacter","sp2606-sp2660",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__*Solibacter;s__sp2608-sp2671","Bacteria","Acidobacteria","Acidobacteria","NA","NA","*Solibacter","sp2608-sp2671",0,0,0,0,0,35,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__*Solibacter;s__sp2608-sp2710","Bacteria","Acidobacteria","Acidobacteria","NA","NA","*Solibacter","sp2608-sp2710",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__*Solibacter;s__sp2623-sp2635","Bacteria","Acidobacteria","Acidobacteria","NA","NA","*Solibacter","sp2623-sp2635",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__*Solibacter;s__sp2635","Bacteria","Acidobacteria","Acidobacteria","NA","NA","*Solibacter","sp2635",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__*Solibacter;s__sp2656","Bacteria","Acidobacteria","Acidobacteria","NA","NA","*Solibacter","sp2656",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__*Solibacter;s__sp2667","Bacteria","Acidobacteria","Acidobacteria","NA","NA","*Solibacter","sp2667",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__*Solibacter;s__sp2675","Bacteria","Acidobacteria","Acidobacteria","NA","NA","*Solibacter","sp2675",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__*Solibacter;s__sp2685","Bacteria","Acidobacteria","Acidobacteria","NA","NA","*Solibacter","sp2685",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__*Solibacter;s__sp2686","Bacteria","Acidobacteria","Acidobacteria","NA","NA","*Solibacter","sp2686",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__*Solibacter;s__sp2709","Bacteria","Acidobacteria","Acidobacteria","NA","NA","*Solibacter","sp2709",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Blastocatella;s__NA","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Blastocatella","NA",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Blastocatella;s__fastidiosa","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Blastocatella","fastidiosa",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Blastocatella;s__sp2988","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Blastocatella","sp2988",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Blastocatella;s__sp3012","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Blastocatella","sp3012",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Blastocatella;s__sp3020","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Blastocatella","sp3020",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Blastocatella;s__sp3049","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Blastocatella","sp3049",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Blastocatella;s__sp3054","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Blastocatella","sp3054",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Blastocatella;s__sp3054-sp3078","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Blastocatella","sp3054-sp3078",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Blastocatella;s__sp3073","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Blastocatella","sp3073",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Blastocatella;s__sp3080","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Blastocatella","sp3080",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2442","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2442",0,0,0,0,0,226,0,0,923,32
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2445","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2445",0,0,0,0,0,13,0,0,296,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2461","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2461",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2463","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2463",0,0,0,0,0,0,0,93,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2464","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2464",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2497","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2497",0,0,0,0,0,25,0,12,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2506","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2506",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2515","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2515",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2523","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2523",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2535","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2535",0,0,0,0,0,54,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2544","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2544",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2547","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2547",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2550","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2550",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2553","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2553",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2566","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2566",0,0,0,0,0,38,0,0,383,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2567","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2567",0,0,0,0,0,45,0,0,0,18
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2576-sp2590","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2576-sp2590",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2587","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2587",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2589","Bacteria","Acidobacteria","Acidobacteria","NA","NA","Bryobacter","sp2589",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__NA;s__NA","Bacteria","Acidobacteria","Acidobacteria","NA","NA","NA","NA",0,0,0,0,0,13,0,0,38,0
"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__NA;s__bacterium","Bacteria","Acidobacteria","Acidobacteria","NA","NA","NA","bacterium",0,0,0,0,0,0,0,0,0,0
