"Taxonomy","k","p","c","o","f","g","s","RE-HU_8_SCAT","NE-FL_NA_1_SCAT","PE-PO_11_SCAT","PE-PO_11_R_SCAT","PE-PO_26_SCAT","RE-HU_8_SWAB","NE-FL_NA_1_SWAB","PE-PO_11_SWAB","PE-PO_11_R_SWAB","PE-PO_26_SWAB"
"k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__NA;f__FamilyII;g__Pleurocapsa;s__minor","Bacteria","Cyanobacteria","Cyanobacteria","NA","FamilyII","Pleurocapsa","minor",0,0,0,0,0,0,0,0,42,0
"k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__NA;f__NA;g__NA;s__sp23575","Bacteria","Cyanobacteria","Cyanobacteria","NA","NA","NA","sp23575",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__NA;f__NA;g__NA;s__sp23580","Bacteria","Cyanobacteria","Cyanobacteria","NA","NA","NA","sp23580",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__NA;f__NA;g__NA;s__sp23601","Bacteria","Cyanobacteria","Cyanobacteria","NA","NA","NA","sp23601",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__NA;f__NA;g__NA;s__sp23617","Bacteria","Cyanobacteria","Cyanobacteria","NA","NA","NA","sp23617",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__SubsectionI;f__FamilyI;g__Brasilonema;s__bromeliae-sp22913","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Brasilonema","bromeliae-sp22913",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__SubsectionI;f__FamilyI;g__Cyanothece;s__sp22939","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Cyanothece","sp22939",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__SubsectionI;f__FamilyI;g__NA;s__sp23057","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","NA","sp23057",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23711","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23711",0,67,0,0,0,0,32,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23711-sp23731-sp23735","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23711-sp23731-sp23735",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23712","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23712",0,0,0,0,14,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23712-sp23751","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23712-sp23751",0,12,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23713","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23713",0,0,0,0,0,0,11,0,0,11
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23713-sp23727","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23713-sp23727",0,32,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23718","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23718",0,0,43,110,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23724","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23724",0,75,0,0,0,0,12,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23725","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23725",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23727","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23727",0,51,58,30,19,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23729","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23729",0,14,0,0,0,0,11,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23729-sp23735","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23729-sp23735",0,0,0,0,0,0,14,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23729-sp23751","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23729-sp23751",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23731","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23731",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23731-sp23735","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23731-sp23735",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23735","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23735",0,0,0,55,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23735-sp23750","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23735-sp23750",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23735-sp23750-sp23751","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23735-sp23750-sp23751",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23735-sp23751","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23735-sp23751",0,12,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23741","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23741",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23744","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23744",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23751","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23751",0,36,28,40,0,0,16,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__NA;g__NA;s__sp23752","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","sp23752",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Obscuribacterales;f__NA;g__NA;s__sp23763","Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales","NA","NA","sp23763",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Vampirovibrionales;f__NA;g__NA;s__sp23777","Bacteria","Cyanobacteria","Melainabacteria","Vampirovibrionales","NA","NA","sp23777",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__NA;o__NA;f__NA;g__NA;s__sp23646","Bacteria","Cyanobacteria","NA","NA","NA","NA","sp23646",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__NA;o__NA;f__NA;g__NA;s__sp23650","Bacteria","Cyanobacteria","NA","NA","NA","NA","sp23650",0,0,0,0,0,0,0,29,0,0
"k__Bacteria;p__Cyanobacteria;c__NA;o__NA;f__NA;g__NA;s__sp23677","Bacteria","Cyanobacteria","NA","NA","NA","NA","sp23677",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__NA;o__NA;f__NA;g__NA;s__sp23688","Bacteria","Cyanobacteria","NA","NA","NA","NA","sp23688",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__NA;o__NA;f__NA;g__NA;s__sp23693","Bacteria","Cyanobacteria","NA","NA","NA","NA","sp23693",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Cyanobacteria;c__NA;o__NA;f__NA;g__NA;s__sp23698","Bacteria","Cyanobacteria","NA","NA","NA","NA","sp23698",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum;s__sp23890","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum","sp23890",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum;s__sp23895","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum","sp23895",0,0,17,0,13,0,0,0,0,0
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__aerius","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","aerius",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__aerophilus","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","aerophilus",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__citri","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","citri",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__daejeonensis","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","daejeonensis",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__daejeonensis-radiotolerans","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","daejeonensis-radiotolerans",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__ficus","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","ficus",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__hopiensis","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","hopiensis",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__humi","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","humi",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__radiopugnans","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","radiopugnans",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__reticulitermitis","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","reticulitermitis",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__sonorensis","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","sonorensis",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__sp23981","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","sp23981",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__sp24004","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","sp24004",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__yavapaiensis","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","yavapaiensis",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__radiovictrix","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera","radiovictrix",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__sp24036","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera","sp24036",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__sp24041","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera","sp24041",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium;s__minutum","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium","minutum",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium;s__sp24175","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium","sp24175",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium;s__sp24177","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium","sp24177",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__NA;f__*Endomicrobium trichonymphae;g__NA;s__sp23867","Bacteria","Elusimicrobia","Elusimicrobia","NA","*Endomicrobium trichonymphae","NA","sp23867",0,0,0,0,0,0,0,0,0,126
"k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__NA;f__NA;g__NA;s__sp24185","Bacteria","Elusimicrobia","Elusimicrobia","NA","NA","NA","sp24185",0,0,0,0,0,0,0,0,0,39
"k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__NA;f__NA;g__NA;s__sp24185-sp24188-sp24191","Bacteria","Elusimicrobia","Elusimicrobia","NA","NA","NA","sp24185-sp24188-sp24191",0,0,0,0,0,0,0,0,0,22
"k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__NA;f__NA;g__NA;s__sp24191","Bacteria","Elusimicrobia","Elusimicrobia","NA","NA","NA","sp24191",0,0,0,0,0,0,0,0,0,14
"k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__NA;f__NA;g__NA;s__sp24253","Bacteria","Elusimicrobia","Elusimicrobia","NA","NA","NA","sp24253",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__NA;f__NA;g__NA;s__sp24264","Bacteria","Elusimicrobia","Elusimicrobia","NA","NA","NA","sp24264",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__NA;s__sp24343","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","NA","sp24343",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;s__herbarius","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus","herbarius",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Tumebacillus;s__ginsengisoli","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus","ginsengisoli",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Tumebacillus;s__ginsengisoli-sp24531","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus","ginsengisoli-sp24531",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Tumebacillus;s__sp24518","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus","sp24518",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Tumebacillus;s__sp24522","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus","sp24522",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Tumebacillus;s__sp24531","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus","sp24531",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Amphibacillus;s__iburiensis-indicireducens","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Amphibacillus","iburiensis-indicireducens",0,0,0,0,0,21,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus;s__rupiensis","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus","rupiensis",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus-Cerasibacillus;s__baekryungensis-hwajinpoensis-sp25983","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus-Cerasibacillus","baekryungensis-hwajinpoensis-sp25983",0,0,0,0,0,18,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__NA","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","NA",0,0,0,0,0,219,0,101,207,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__aerophilus-altitudinis-pumilus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","aerophilus-altitudinis-pumilus",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__altitudinis-pumilus-safensis","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","altitudinis-pumilus-safensis",0,0,464,0,0,36,0,27,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__aquimaris-vietnamensis","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","aquimaris-vietnamensis",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__aryabhattai-flexus-megaterium","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","aryabhattai-flexus-megaterium",0,0,0,0,0,30,0,0,108,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__badius-encimensis","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","badius-encimensis",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__baekryungensis-hwajinpoensis","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","baekryungensis-hwajinpoensis",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__catenulatus-cibi","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","catenulatus-cibi",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__cereus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","cereus",0,0,0,0,0,0,0,40,0,20
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__circulans","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","circulans",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__circulans-nealsonii","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","circulans-nealsonii",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__clausii","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","clausii",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__crassostreae-litoralis-simplex","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","crassostreae-litoralis-simplex",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__flexus-megaterium","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","flexus-megaterium",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__foraminis","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","foraminis",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__fortis","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","fortis",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__galactosidilyticus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","galactosidilyticus",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__gibsonii","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","gibsonii",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__hackensackii-lentus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","hackensackii-lentus",0,0,17,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__huizhouensis","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","huizhouensis",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__jeotgali-oceanisediminis-sp25896","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","jeotgali-oceanisediminis-sp25896",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__jeotgali-selenatarsenatis-thioparans","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","jeotgali-selenatarsenatis-thioparans",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__kokeshiiformis-thermolactis","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","kokeshiiformis-thermolactis",0,0,0,0,0,25,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__koreensis","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","koreensis",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__kribbensis","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","kribbensis",0,0,0,0,0,0,0,46,407,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__lehensis","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","lehensis",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__lehensis-xiaoxiensis","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","lehensis-xiaoxiensis",0,0,0,0,0,0,0,0,0,0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__luciferensis","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","luciferensis",0,0,0,0,0,0,0,0,0,0
