"Taxonomy","k","p","c","o","f","g","s","RE-HU_8_SCAT","NE-FL_NA_1_SCAT","PE-PO_11_SCAT","PE-PO_11_R_SCAT","PE-PO_26_SCAT","RE-HU_8_SWAB","NE-FL_NA_1_SWAB","PE-PO_11_SWAB","PE-PO_11_R_SWAB","PE-PO_26_SWAB"
"k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Lichenostigmatales;f__Phaeococcomycetaceae;g__Phaeococcomyces;s__NA","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Lichenostigmatales;f__Phaeococcomycetaceae;g__Phaeococcomyces;s__rothmanniae","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces","rothmanniae",0,0,0,0,0,13,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Botryosphaeria;s__agaves","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeria","agaves",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Diplodia;s__africana-cupressi","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Diplodia","africana-cupressi",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Diplodia;s__pseudoseriata","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Diplodia","pseudoseriata",0,0,0,0,30,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Dothiorella;s__vinea-gemmae","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Dothiorella","vinea-gemmae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Lasiodiplodia;s__NA","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia",NA,0,0,166,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Lasiodiplodia;s__mediterranea-viticola","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia","mediterranea-viticola",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Lasiodiplodia;s__missouriana","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia","missouriana",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Lasiodiplodia;s__sterculiae-thailandica","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia","sterculiae-thailandica",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Tiarosporella;s__tritici","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Tiarosporella","tritici",0,0,226,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__NA;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Phyllostictaceae;g__Phyllosticta;s__capitalensis","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Phyllostictaceae","Phyllosticta","capitalensis",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Phyllostictaceae;g__Phyllosticta;s__paviae","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Phyllostictaceae","Phyllosticta","paviae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiaceae;g__Polychaeton;s__citri","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Capnodiaceae","Polychaeton","citri",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",NA,32,0,2463,233,117,5604,363,2107,3363,4384
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__aciculare","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","aciculare",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__aphidis","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","aphidis",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__cladosporioides-delicatulum-pseudocladosporioides","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","cladosporioides-delicatulum-pseudocladosporioides",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__cycadicola","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","cycadicola",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__dominicanum","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","dominicanum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__fusiforme","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","fusiforme",0,0,0,0,0,22,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__grevilleae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","grevilleae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__halotolerans-sphaerospermum","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","halotolerans-sphaerospermum",0,0,0,0,0,179,0,131,82,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__langeronii-psychrotolerans","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","langeronii-psychrotolerans",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__lignicola-sphaerospermum","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","lignicola-sphaerospermum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__sphaerospermum","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","sphaerospermum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__velox","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","velox",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Davidiellomyces;s__australiensis","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Davidiellomyces","australiensis",26,0,63,0,0,23,0,0,0,53
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Rachicladosporium;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Rachicladosporium",NA,0,0,0,0,0,0,102,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Rachicladosporium;s__americanum","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Rachicladosporium","americanum",0,0,0,0,0,0,0,0,0,66
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Rachicladosporium;s__americanum-luculiae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Rachicladosporium","americanum-luculiae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__posoqueriae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium","posoqueriae",0,0,39,0,0,0,0,701,154,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__posoqueriae-strelitziae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium","posoqueriae-strelitziae",0,0,46,0,0,0,0,510,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__pseudoveloxum","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium","pseudoveloxum",0,0,0,0,0,0,0,0,74,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__pseudoveloxum-rubrigenum","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium","pseudoveloxum-rubrigenum",0,0,48,31,0,50,0,0,54,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__rubrigenum","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium","rubrigenum",0,0,0,0,0,0,15,0,0,70
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__strelitziae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium","strelitziae",0,0,281,261,0,0,76,267,188,273
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Verrucocladosporium;s__dirinae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Verrucocladosporium","dirinae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Dissoconium;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Dissoconiaceae","Dissoconium",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Ramichloridium;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Dissoconiaceae","Ramichloridium",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Ramichloridium;s__apiculatum","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Dissoconiaceae","Ramichloridium","apiculatum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Ramichloridium;s__eucleae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Dissoconiaceae","Ramichloridium","eucleae",0,0,0,0,0,19,0,162,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Uwebraunia;s__musae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Dissoconiaceae","Uwebraunia","musae",0,0,0,0,0,0,12,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Extremaceae;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Extremaceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Cercospora;s__canescens","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Cercospora","canescens",0,0,0,0,0,20,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Cercosporella;s__virgaureae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Cercosporella","virgaureae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella-Sphaerulina;s__flageoletiana-pelargonii","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Mycosphaerella-Sphaerulina","flageoletiana-pelargonii",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Mycosphaerella",NA,0,0,34,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__flageoletiana","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Mycosphaerella","flageoletiana",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae",NA,NA,0,0,246,354,0,92,0,557,144,103
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Pseudocercospora;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Pseudocercospora",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Pseudocercospora;s__chamaecristae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Pseudocercospora","chamaecristae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Pseudocercospora;s__mapelanensis","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Pseudocercospora","mapelanensis",0,0,0,0,0,0,0,107,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Pseudocercospora;s__sphaerellae-eugeniae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Pseudocercospora","sphaerellae-eugeniae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Pseudocercosporella;s__bakeri","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Pseudocercosporella","bakeri",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia",NA,0,0,0,0,0,0,28,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__collo-cygni","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","collo-cygni",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__eucalypti","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","eucalypti",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__vizellae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","vizellae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Septoria;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Septoria",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Sphaerulina;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Sphaerulina",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Sphaerulina;s__pelargonii","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Sphaerulina","pelargonii",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Teratoramularia;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Teratoramularia",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Xenosonderhenia;s__eucalypti","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Xenosonderhenia","eucalypti",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Xenosonderhenia;s__syzygii","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Xenosonderhenia","syzygii",0,0,0,0,0,0,22,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Zasmidium;s__eucalyptigenum","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zasmidium","eucalyptigenum",0,0,0,0,0,0,11,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Zasmidium;s__nocoxi","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zasmidium","nocoxi",0,0,0,0,0,0,107,0,112,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Zasmidium;s__syzygii","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zasmidium","syzygii",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Zymoseptoria;s__halophila","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zymoseptoria","halophila",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__NA;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,0,0,0,0,0,0,314,335,0,255
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Neodevriesiaceae;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Neodevriesiaceae;g__Neodevriesia;s__hilliana","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia","hilliana",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Neodevriesiaceae;g__Neodevriesia;s__hilliana-xanthorrhoeae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia","hilliana-xanthorrhoeae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Neodevriesiaceae;g__Neodevriesia;s__knoxdaviesii","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia","knoxdaviesii",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Neodevriesiaceae;g__Neodevriesia;s__lagerstroemiae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia","lagerstroemiae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Neodevriesiaceae;g__Neodevriesia;s__xanthorrhoeae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia","xanthorrhoeae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Schizothyriaceae;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Schizothyriaceae",NA,NA,0,0,0,0,0,0,21,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Apenidiella;s__strumelloidea","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Apenidiella","strumelloidea",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Camarosporula;s__persooniae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Camarosporula","persooniae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Capnobotryella;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Capnobotryella",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Catenulostroma;s__hermanusense","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Catenulostroma","hermanusense",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Catenulostroma;s__lignicola","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Catenulostroma","lignicola",0,0,0,0,0,27,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Devriesia;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Devriesia",NA,0,0,0,0,0,0,101,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Devriesia;s__tardicrescens","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Devriesia","tardicrescens",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Lapidomyces;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Lapidomyces",NA,0,0,0,0,0,0,38,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae",NA,NA,0,0,0,0,0,21,0,0,0,121
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Neocatenulostroma;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Neocatenulostroma",NA,0,0,0,0,0,12,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Parateratosphaeria;s__persoonii","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Parateratosphaeria","persoonii",0,0,0,0,0,329,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Penidiella;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Penidiella",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Penidiella;s__aggregata","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Penidiella","aggregata",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Recurvomyces;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Recurvomyces",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Recurvomyces;s__mirabilis","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Recurvomyces","mirabilis",0,0,0,32,0,87,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Teratosphaeria;s__NA","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Teratosphaeria",NA,0,0,29,0,0,16,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Teratosphaeria;s__encephalarti","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Teratosphaeria","encephalarti",0,0,0,0,0,0,0,210,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Xenopenidiella;s__rigidophora","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Xenopenidiella","rigidophora",0,0,84,16,0,0,0,0,0,167
