"Taxonomy","k","p","c","o","f","g","s","RE-HU_8_SCAT","NE-FL_NA_1_SCAT","PE-PO_11_SCAT","PE-PO_11_R_SCAT","PE-PO_26_SCAT","RE-HU_8_SWAB","NE-FL_NA_1_SWAB","PE-PO_11_SWAB","PE-PO_11_R_SWAB","PE-PO_26_SWAB"
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Exidia-Exidiopsis;s__repanda","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Exidia-Exidiopsis","repanda",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Exidia;s__glandulosa","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Exidia","glandulosa",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Exidia;s__recisa","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Exidia","recisa",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Hyaloriaceae;g__NA;s__NA","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Hyaloriaceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__NA;g__Heterochaetella;s__NA","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,"Heterochaetella",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__NA;g__NA;s__NA","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Astraeaceae;g__Astraeus;s__odoratus","Fungi","Basidiomycota","Agaricomycetes","Boletales","Astraeaceae","Astraeus","odoratus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Boletus;s__NA","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Boletus",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Chalciporus;s__rubinellus","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Chalciporus","rubinellus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__NA;s__NA","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Retiboletus;s__ornatipes","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Retiboletus","ornatipes",0,34,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Strobilomyces;s__NA","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Strobilomyces",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Strobilomyces;s__strobilaceus","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Strobilomyces","strobilaceus",0,96,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Tylopilus;s__rubrobrunneus","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Tylopilus","rubrobrunneus",0,11,0,0,0,0,19,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Coniophoraceae;g__Coniophora;s__NA","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Coniophoraceae;g__Coniophora;s__marmorata","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","marmorata",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Coniophoraceae;g__Coniophora;s__opuntiae","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","opuntiae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__NA;g__Leucogyrophana;s__olivascens","Fungi","Basidiomycota","Agaricomycetes","Boletales",NA,"Leucogyrophana","olivascens",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__NA;g__NA;s__NA","Fungi","Basidiomycota","Agaricomycetes","Boletales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__arhizus","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus","arhizus",0,15,0,0,0,0,32,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__NA","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__albidus","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","albidus",0,12,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__pseudoroseolus","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","pseudoroseolus",0,0,0,0,0,0,30,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__cepa","Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","cepa",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__NA","Fungi","Basidiomycota","Agaricomycetes","Boletales","Suillaceae","Suillus",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__brevipes","Fungi","Basidiomycota","Agaricomycetes","Boletales","Suillaceae","Suillus","brevipes",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__variegatus","Fungi","Basidiomycota","Agaricomycetes","Boletales","Suillaceae","Suillus","variegatus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Tapinellaceae;g__Tapinella;s__panuoides","Fungi","Basidiomycota","Agaricomycetes","Boletales","Tapinellaceae","Tapinella","panuoides",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Botryobasidiaceae;g__Botryobasidium;s__NA","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Botryobasidiaceae","Botryobasidium",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Botryobasidiaceae;g__Botryobasidium;s__candicans","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Botryobasidiaceae","Botryobasidium","candicans",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__NA","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__NA;s__NA","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Thanatephorus;s__NA","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Waitea;s__circinata","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Waitea","circinata",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Clavulinaceae;g__NA;s__NA","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Clavulinaceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae;g__Hydnum;s__NA","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__NA;g__Burgoa;s__verzuoliana","Fungi","Basidiomycota","Agaricomycetes","Cantharellales",NA,"Burgoa","verzuoliana",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__NA;g__NA;s__NA","Fungi","Basidiomycota","Agaricomycetes","Cantharellales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Acanthophysellum;s__NA","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Acanthophysellum",NA,0,0,0,0,0,0,120,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Basidioradulum;s__radula","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Basidioradulum","radula",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Boidinia;s__furfuracea","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Boidinia","furfuracea",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Corticium;s__NA","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Corticium",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Corticium;s__confine","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Corticium","confine",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Dendrodontia;s__bicolor","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Dendrodontia","bicolor",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Duportella;s__lassa","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Duportella","lassa",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Galzinia;s__NA","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Galzinia",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Gloeohypochnicium;s__analogum","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Gloeohypochnicium","analogum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Haplotrichum;s__conspersum","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Haplotrichum","conspersum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Hyphodontia;s__NA","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Hyphodontia",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Hyphodontia;s__floccosa","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Hyphodontia","floccosa",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Hyphodontia;s__pallidula","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Hyphodontia","pallidula",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Hyphodontia;s__tropica","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Hyphodontia","tropica",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Hypochnicium;s__cremicolor","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Hypochnicium","cremicolor",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Hypochnicium;s__geogenium","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Hypochnicium","geogenium",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Laetisaria;s__NA","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Laetisaria",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__NA;s__NA","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae",NA,NA,0,0,24,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Peniophorella;s__pallida","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Peniophorella","pallida",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Peniophorella;s__praetermissa","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Peniophorella","praetermissa",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Peniophorella;s__pubera","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Peniophorella","pubera",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Peniophorella;s__rude","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Peniophorella","rude",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Phlebiella;s__borealis","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Phlebiella","borealis",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Sistotrema;s__NA","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Sistotrema",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Sistotrema;s__brinkmannii","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Sistotrema","brinkmannii",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Sistotrema;s__diademiferum","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Sistotrema","diademiferum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Sistotrema;s__oblongisporum","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Sistotrema","oblongisporum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Subulicystidium;s__grandisporum","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Subulicystidium","grandisporum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__NA;g__NA;s__NA","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae;g__Geastrum;s__NA","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum",NA,0,0,16,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae;g__Geastrum;s__kotlabae","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","kotlabae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae;g__Geastrum;s__saccatum","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","saccatum",0,11,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Coltricia;s__NA","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Coltricia",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Fomitiporella;s__NA","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Fomitiporella",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Fuscoporia;s__NA","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Fuscoporia",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Fuscoporia;s__gilva","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Fuscoporia","gilva",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Hastodontia;s__NA","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hastodontia",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Hymenochaete;s__cana","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete","cana",0,0,0,0,0,0,47,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Hymenochaete;s__cana-quercicola","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete","cana-quercicola",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Hymenochaete;s__curtisii","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete","curtisii",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Hymenochaete;s__pinnatifida","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete","pinnatifida",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Hymenochaete;s__rubiginosa","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete","rubiginosa",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Hymenochaete;s__senatoumbrina","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete","senatoumbrina",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Hymenochaetopsis;s__NA","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaetopsis",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__NA;s__NA","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Phellinus;s__NA","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellinus",NA,0,24,0,0,0,0,33,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Phellinus;s__rhamni","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellinus","rhamni",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__NA;g__NA;s__NA","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__NA;g__Resinicium;s__friabile","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,"Resinicium","friabile",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__NA;g__Trichaptum;s__biforme","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,"Trichaptum","biforme",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__NA;g__Trichaptum;s__fuscoviolaceum","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,"Trichaptum","fuscoviolaceum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Rickenellaceae;g__Sidera;s__vulgaris","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Sidera","vulgaris",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Alutaceodontia;s__alutacea","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Alutaceodontia","alutacea",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Xylodon;s__NA","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Xylodon;s__asperus","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","asperus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Xylodon;s__nespori","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","nespori",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Tubulicrinaceae;g__Tubulicrinis;s__NA","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Tubulicrinaceae","Tubulicrinis",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__NA;f__NA;g__NA;s__NA","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,13,0,16,14,0,21,187,0,51,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__NA;f__NA;g__Sclerogaster;s__NA","Fungi","Basidiomycota","Agaricomycetes",NA,NA,"Sclerogaster",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__NA;f__Xenasmataceae;g__Xenasmatella;s__NA","Fungi","Basidiomycota","Agaricomycetes",NA,"Xenasmataceae","Xenasmatella",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__NA;f__Xenasmataceae;g__Xenasmatella;s__ardosiaca","Fungi","Basidiomycota","Agaricomycetes",NA,"Xenasmataceae","Xenasmatella","ardosiaca",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Dacryobolaceae;g__Postia;s__coeruleivirens","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Dacryobolaceae","Postia","coeruleivirens",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Dacryobolaceae;g__Postia;s__floriformis-hibernica","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Dacryobolaceae","Postia","floriformis-hibernica",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Dacryobolaceae;g__Postia;s__folliculocystidiata","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Dacryobolaceae","Postia","folliculocystidiata",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Fomitopsidaceae;g__Fomitopsis;s__cajanderi","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Fomitopsis","cajanderi",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Gelatoporiaceae;g__Sebipora;s__NA","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Gelatoporiaceae","Sebipora",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Grifolaceae;g__Grifola;s__frondosa","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Grifolaceae","Grifola","frondosa",0,0,0,0,0,0,0,0,0,0
